trip_id,arrival_time,departure_time,stop_sequence,stop_id
105B_1,12:51:19,12:51:19,13,S14
105B_1,12:52:38,12:52:38,14,S658
105B_1,12:55:51,12:55:51,15,S659
105B_1,12:57:00,12:57:00,16,S660
105B_1,13:02:10,13:02:10,17,S620
105B_1,13:06:30,13:06:30,18,S662
105B_1,13:14:03,13:14:03,19,S623
105B_1,13:18:59,13:18:59,20,T251
107A_1,12:11:46,12:11:46,1,T232
107A_1,12:49:34,12:49:34,2,S365
107A_1,12:52:16,12:52:16,3,T668
107B_1,13:03:47,13:03:47,1,T668
107B_1,13:08:11,13:08:11,2,S385
107B_1,13:16:48,13:16:48,3,T232
112A_1,11:56:22,11:56:22,1,T232
112A_1,12:23:43,12:23:43,2,S676
112A_1,12:27:37,12:27:37,3,S677
112A_1,12:28:23,12:28:23,4,S678
112A_1,12:34:07,12:34:07,5,T679
112B_1,12:45:10,12:45:10,1,T680
112B_1,13:19:28,13:19:28,2,S682
112B_1,13:24:39,13:24:39,3,S684
112B_1,13:26:36,13:26:36,4,T685
114A_1,7:42:43,7:42:43,1,T232
114A_1,7:58:46,7:58:46,2,S688
114A_1,8:00:39,8:00:39,3,S690
114A_1,8:01:45,8:01:45,4,S691
114A_1,8:02:57,8:02:57,5,S436
114A_1,8:04:04,8:04:04,6,S694
114A_1,8:05:22,8:05:22,7,S695
114A_1,8:08:34,8:08:34,8,S696
114A_1,8:09:14,8:09:14,9,S698
114A_1,8:10:34,8:10:34,10,S700
114A_1,8:11:02,8:11:02,11,S701
114A_1,8:13:03,8:13:03,12,T702
114B_1,8:50:12,8:50:12,1,T702
114B_1,8:52:32,8:52:32,2,S705
114B_1,8:53:48,8:53:48,3,S706
114B_1,8:57:16,8:57:16,4,S378
114B_1,8:59:08,8:59:08,5,S378
114B_1,9:04:15,9:04:15,6,S709
114B_1,9:05:24,9:05:24,7,S711
114B_1,9:07:10,9:07:10,8,S385
114B_1,9:08:36,9:08:36,9,S662
114B_1,9:12:06,9:12:06,10,S715
114B_1,9:19:03,9:19:03,11,T251
116A_1,9:23:20,9:23:20,1,T232
116A_1,9:59:10,9:59:10,2,S719
116A_1,10:00:35,10:00:35,3,S720
116A_1,10:02:18,10:02:18,4,S722
116A_1,10:05:29,10:05:29,5,S724
116A_1,10:08:25,10:08:25,6,S725
116A_1,10:09:57,10:09:57,7,S726
116A_1,10:11:56,10:11:56,8,S727
116A_1,10:13:10,10:13:10,9,T728
116B_1,10:23:06,10:23:06,1,T728
116B_1,11:21:41,11:21:41,2,S731
116B_1,11:29:31,11:29:31,3,S732
116B_1,11:31:23,11:31:23,4,S733
116B_1,11:32:58,11:32:58,5,S684
116B_1,11:33:50,11:33:50,6,S243
116B_1,11:38:21,11:38:21,7,T251
117A_1,9:55:37,9:55:37,1,T251
117A_1,10:10:32,10:10:32,2,S739
117A_1,10:23:07,10:23:07,3,S740
117A_1,10:38:09,10:38:09,4,S722
117A_1,10:44:04,10:44:04,5,S743
117A_1,10:47:17,10:47:17,6,S744
117A_1,10:49:54,10:49:54,7,T745
117B_1,11:05:50,11:05:50,1,T745
117B_1,11:47:19,11:47:19,2,S748
117B_1,11:59:39,11:59:39,3,S749
117B_1,12:05:11,12:05:11,4,S750
117B_1,12:06:31,12:06:31,5,S732
117B_1,12:10:11,12:10:11,6,S752
117B_1,12:11:31,12:11:31,7,S243
117B_1,12:18:53,12:18:53,8,T251
118A_1,12:46:03,12:46:03,1,T251
118A_1,13:16:14,13:16:14,2,S757
118A_1,13:22:13,13:22:13,3,S758
118A_1,13:25:32,13:25:32,4,S759
118A_1,13:27:53,13:27:53,5,S760
118A_1,13:30:18,13:30:18,6,S761
118A_1,13:36:27,13:36:27,7,S762
118A_1,13:38:23,13:38:23,8,S763
118A_1,13:41:06,13:41:06,9,S764
118A_1,13:42:26,13:42:26,10,S765
118A_1,13:43:58,13:43:58,11,S766
118A_1,13:47:41,13:47:41,12,T767
118B_1,13:51:33,13:51:33,1,T768
118B_1,13:55:57,13:55:57,2,S770
118B_1,13:58:34,13:58:34,3,S771
118B_1,14:04:36,14:04:36,4,S772
118B_1,14:08:00,14:08:00,5,S773
118B_1,14:10:49,14:10:49,6,S774
118B_1,14:18:07,14:18:07,7,S775
118B_1,14:19:36,14:19:36,8,S775
118B_1,14:20:48,14:20:48,9,S777
118B_1,14:23:35,14:23:35,10,S779
118B_1,14:25:11,14:25:11,11,S780
118B_1,14:28:41,14:28:41,12,S781
118B_1,14:31:44,14:31:44,13,S782
118B_1,14:32:53,14:32:53,14,S783
118B_1,14:36:16,14:36:16,15,S569
118B_1,14:43:18,14:43:18,16,S785
118B_1,14:46:11,14:46:11,17,T251
120A_1,10:44:22,10:44:22,1,T232
120A_1,11:00:59,11:00:59,2,S789
120A_1,11:04:28,11:04:28,3,S791
120A_1,11:07:01,11:07:01,4,S792
120A_1,11:13:14,11:13:14,5,S793
120A_1,11:16:25,11:16:25,6,S794
120A_1,11:22:56,11:22:56,7,S795
120A_1,11:24:38,11:24:38,8,S796
120A_1,11:27:37,11:27:37,9,S797
120A_1,11:29:12,11:29:12,10,T798
120B_1,11:30:07,11:30:07,1,T798
120B_1,11:35:42,11:35:42,2,S801
120B_1,11:39:02,11:39:02,3,S802
120B_1,11:40:22,11:40:22,4,S803
120B_1,11:41:03,11:41:03,5,S804
120B_1,11:41:52,11:41:52,6,S805
120B_1,11:42:40,11:42:40,7,S805
120B_1,11:44:19,11:44:19,8,S807
120B_1,11:47:13,11:47:13,9,S808
120B_1,11:49:12,11:49:12,10,S809
120B_1,11:51:34,11:51:34,11,S300
120B_1,11:53:27,11:53:27,12,S301
120B_1,11:54:42,11:54:42,13,S302
120B_1,11:58:08,11:58:08,14,S304
120B_1,12:00:40,12:00:40,15,S815
120B_1,12:02:12,12:02:12,16,S816
120B_1,12:03:08,12:03:08,17,S817
120B_1,12:06:49,12:06:49,18,S523
120B_1,12:07:59,12:07:59,19,S819
120B_1,12:08:53,12:08:53,20,S820
120B_1,12:10:41,12:10:41,21,S821
120B_1,12:12:51,12:12:51,22,T232
121A_1,12:20:00,12:20:00,1,T232
121A_1,12:27:18,12:27:18,2,S825
121A_1,12:28:41,12:28:41,3,S826
121A_1,12:30:09,12:30:09,4,S828
121A_1,12:32:12,12:32:12,5,S829
121A_1,12:37:14,12:37:14,6,S830
121A_1,12:38:01,12:38:01,7,S831
121A_1,12:39:21,12:39:21,8,S832
121A_1,12:40:35,12:40:35,9,S833
121A_1,12:41:49,12:41:49,10,S834
121A_1,12:44:49,12:44:49,11,T835
121B_1,12:54:08,12:54:08,1,T835
121B_1,13:05:39,13:05:39,2,S838
121B_1,13:06:50,13:06:50,3,S304
121B_1,13:09:20,13:09:20,4,S539
121B_1,13:12:01,13:12:01,5,S842
121B_1,13:14:26,13:14:26,6,S306
121B_1,13:20:05,13:20:05,7,T232
122A_1,11:44:46,11:44:46,1,T232
122A_1,12:13:56,12:13:56,2,S847
122A_1,12:14:55,12:14:55,3,S480
122A_1,12:17:21,12:17:21,4,S482
122A_1,12:18:12,12:18:12,5,S853
122A_1,12:24:47,12:24:47,6,S855
122A_1,12:26:10,12:26:10,7,S855
122A_1,12:27:41,12:27:41,8,S855
122A_1,12:38:20,12:38:20,9,S860
122A_1,12:42:25,12:42:25,10,S861
122A_1,12:43:44,12:43:44,11,S863
122A_1,12:46:40,12:46:40,12,S864
122A_1,12:48:55,12:48:55,13,T865
122B_1,12:50:19,12:50:19,1,T865
122B_1,12:58:09,12:58:09,2,S868
122B_1,13:00:26,13:00:26,3,S869
122B_1,13:01:46,13:01:46,4,S870
122B_1,13:03:21,13:03:21,5,S871
122B_1,13:04:27,13:04:27,6,S872
122B_1,13:07:32,13:07:32,7,S874
122B_1,13:09:20,13:09:20,8,S876
122B_1,13:12:10,13:12:10,9,S877
122B_1,13:16:54,13:16:54,10,S879
122B_1,13:18:30,13:18:30,11,S880
122B_1,13:20:41,13:20:41,12,S881
122B_1,13:36:54,13:36:54,13,T251
123A_1,10:15:14,10:15:14,1,T251
123A_1,10:21:46,10:21:46,2,S436
123A_1,10:27:44,10:27:44,3,S5063
123A_1,10:32:05,10:32:05,4,S3284
123A_1,10:38:39,10:38:39,5,S5064
123A_1,10:41:50,10:41:50,6,T5241
123B_1,10:57:22,10:57:22,1,T5242
123B_1,11:01:35,11:01:35,2,S3288
123B_1,11:03:23,11:03:23,3,S3288
123B_1,11:05:31,11:05:31,4,S5246
123B_1,11:08:20,11:08:20,5,S5248
123B_1,11:13:03,11:13:03,6,S5249
123B_1,11:15:44,11:15:44,7,S709
123B_1,11:17:46,11:17:46,8,S385
123B_1,11:24:58,11:24:58,9,S431
123B_1,11:30:16,11:30:16,10,T251
139A_1,10:56:06,10:56:06,1,T883
139A_1,11:13:54,11:13:54,2,S885
139A_1,11:16:12,11:16:12,3,S887
139A_1,11:22:04,11:22:04,4,S888
139A_1,11:23:29,11:23:29,5,S889
139A_1,11:24:14,11:24:14,6,S890
139A_1,11:26:46,11:26:46,7,S891
139A_1,11:28:31,11:28:31,8,S892
139A_1,11:30:16,11:30:16,9,T893
139B_1,11:30:45,11:30:45,1,T894
139B_1,11:34:13,11:34:13,2,S896
139B_1,11:43:57,11:43:57,3,S897
139B_1,11:45:48,11:45:48,4,S898
139B_1,11:48:51,11:48:51,5,S899
139B_1,11:53:34,11:53:34,6,T900
140A_1,11:07:26,11:07:26,1,T54
140A_1,12:13:28,12:13:28,2,S91
140A_1,12:21:24,12:21:24,3,S904
140A_1,12:31:18,12:31:18,4,S99
140A_1,12:34:00,12:34:00,5,S100
140A_1,12:35:28,12:35:28,6,S907
140A_1,12:36:46,12:36:46,7,S908
140A_1,12:39:46,12:39:46,8,S102
140A_1,12:45:07,12:45:07,9,T103
143A_1,11:14:05,11:14:05,1,T883
143A_1,11:25:37,11:25:37,2,S913
143A_1,11:26:38,11:26:38,3,S914
143A_1,11:28:32,11:28:32,4,S915
143A_1,11:33:50,11:33:50,5,T916
143B_1,12:22:48,12:22:48,1,T916
143B_1,12:25:46,12:25:46,2,S919
143B_1,12:35:01,12:35:01,3,S920
143B_1,12:40:54,12:40:54,4,T883
144A_1,12:51:13,12:51:13,1,T54
144A_1,13:20:56,13:20:56,2,S925
144A_1,13:30:27,13:30:27,3,S926
144A_1,13:45:23,13:45:23,4,S927
144A_1,13:51:13,13:51:13,5,S928
144A_1,13:55:50,13:55:50,6,S929
144A_1,13:58:46,13:58:46,7,S930
144A_1,14:02:13,14:02:13,8,T931
144B_1,14:04:18,14:04:18,1,T931
144B_1,14:08:05,14:08:05,2,S934
144B_1,14:09:55,14:09:55,3,S936
144B_1,14:15:05,14:15:05,4,S937
144B_1,14:23:01,14:23:01,5,S920
144B_1,14:25:11,14:25:11,6,S899
144B_1,14:26:19,14:26:19,7,S941
144B_1,14:27:23,14:27:23,8,T883
146A_1,13:12:26,13:12:26,1,T883
146A_1,13:41:46,13:41:46,2,S945
146A_1,13:47:23,13:47:23,3,S946
146A_1,13:52:11,13:52:11,4,S947
146A_1,13:54:30,13:54:30,5,S949
146A_1,13:57:34,13:57:34,6,S950
146A_1,13:59:06,13:59:06,7,S951
146A_1,13:59:58,13:59:58,8,S952
146A_1,14:03:05,14:03:05,9,T953
146B_1,14:05:31,14:05:31,1,T953
146B_1,14:12:28,14:12:28,2,S956
146B_1,14:16:26,14:16:26,3,S957
146B_1,14:19:22,14:19:22,4,S958
146B_1,14:21:13,14:21:13,5,S960
146B_1,14:23:14,14:23:14,6,S962
146B_1,14:28:01,14:28:01,7,S964
146B_1,14:33:46,14:33:46,8,S965
146B_1,14:37:49,14:37:49,9,T54
147A_1,11:00:43,11:00:43,1,T883
147A_1,13:06:13,13:06:13,2,S969
147A_1,13:22:18,13:22:18,3,S970
147A_1,13:27:52,13:27:52,4,S971
147A_1,13:29:50,13:29:50,5,S972
147A_1,13:31:16,13:31:16,6,S973
147A_1,13:38:01,13:38:01,7,S974
147A_1,13:40:16,13:40:16,8,S975
147A_1,13:44:10,13:44:10,9,S976
147A_1,13:46:22,13:46:22,10,T977
149A_1,11:45:48,11:45:48,1,S898
149A_1,14:53:14,14:53:14,2,T883
149A_1,15:07:12,15:07:12,3,S981
149A_1,15:08:37,15:08:37,4,S982
149A_1,15:08:50,15:08:50,5,S925
149A_1,15:09:31,15:09:31,6,S984
149A_1,15:14:24,15:14:24,7,S985
149A_1,15:18:55,15:18:55,8,S914
149A_1,15:21:15,15:21:15,9,S987
149A_1,15:23:42,15:23:42,10,S927
149A_1,15:26:04,15:26:04,11,S928
149A_1,15:27:12,15:27:12,12,S991
149A_1,15:29:36,15:29:36,13,S992
149A_1,15:30:22,15:30:22,14,S993
149A_1,15:32:30,15:32:30,15,T994
149B_1,15:32:40,15:32:40,1,T994
149B_1,15:35:56,15:35:56,2,S997
149B_1,15:37:54,15:37:54,3,S998
149B_1,15:39:51,15:39:51,4,S999
149B_1,15:41:21,15:41:21,5,S1000
149B_1,15:43:45,15:43:45,6,S1001
149B_1,15:45:16,15:45:16,7,S937
149B_1,15:49:18,15:49:18,8,S1003
149B_1,15:51:33,15:51:33,9,S898
149B_1,15:53:03,15:53:03,10,S1005
149B_1,15:53:50,15:53:50,11,S899
149B_1,15:55:31,15:55:31,12,S1007
149B_1,15:57:35,15:57:35,13,T883
155A_1,7:35:15,7:35:15,1,T1009
155A_1,7:43:21,7:43:21,2,S1011
155A_1,7:45:20,7:45:20,3,S1013
155A_1,7:47:54,7:47:54,4,S1014
155A_1,7:53:59,7:53:59,5,S1015
155A_1,7:54:18,7:54:18,6,S925
155A_1,7:57:16,7:57:16,7,T1017
155A_1,8:07:01,8:07:01,8,S1018
155B_1,7:59:49,7:59:49,1,T1017
155B_1,8:02:35,8:02:35,2,S1022
155B_1,8:09:20,8:09:20,3,S1023
155B_1,8:13:16,8:13:16,4,S1025
155B_1,8:14:18,8:14:18,5,T75
156A_1,11:36:30,11:36:30,1,T1028
156A_1,11:52:29,11:52:29,2,S217
156A_1,12:06:33,12:06:33,3,S205
156A_1,12:07:49,12:07:49,4,S1032
156A_1,12:11:35,12:11:35,5,S206
156A_1,12:14:24,12:14:24,6,T113
156B_1,12:16:35,12:16:35,1,T113
156B_1,12:55:04,12:55:04,2,S1037
156B_1,12:59:13,12:59:13,3,S1038
156B_1,13:03:30,13:03:30,4,S1039
156B_1,13:11:11,13:11:11,5,T1028
157A_1,10:56:00,10:56:00,1,T1028
157A_1,11:14:23,11:14:23,2,T1043
157B_1,11:16:14,11:16:14,1,T1044
157B_1,11:31:30,11:31:30,2,S1038
157B_1,11:34:26,11:34:26,3,T1028
159A_1,8:24:36,8:24:36,1,T1048
159A_1,8:31:54,8:31:54,2,S468
159A_1,8:33:48,8:33:48,3,S1051
159A_1,8:35:46,8:35:46,4,S1052
159A_1,8:40:17,8:40:17,5,T1053
159B_1,8:46:11,8:46:11,1,T1053
159B_1,8:56:51,8:56:51,2,S1056
159B_1,8:58:07,8:58:07,3,S1057
159B_1,9:00:11,9:00:11,4,T1048
163A_1,13:54:11,13:54:11,1,T1059
163A_1,13:56:33,13:56:33,2,S1061
163A_1,13:58:04,13:58:04,3,S1062
163A_1,14:00:41,14:00:41,4,S1064
163A_1,14:04:31,14:04:31,5,S1065
163A_1,14:08:13,14:08:13,6,S1067
163A_1,14:12:16,14:12:16,7,S1068
163A_1,14:13:21,14:13:21,8,S1069
163A_1,14:14:00,14:14:00,9,S1070
163A_1,14:18:44,14:18:44,10,S1071
163A_1,14:21:34,14:21:34,11,T244
163B_1,13:15:55,13:15:55,1,T244
163B_1,13:39:23,13:39:23,2,S1075
163B_1,13:41:12,13:41:12,3,S1076
163B_1,13:48:12,13:48:12,4,S1077
163B_1,13:49:31,13:49:31,5,S1078
163B_1,13:50:58,13:50:58,6,S1079
163B_1,13:53:25,13:53:25,7,T1059
164A_1,15:58:56,15:58:56,1,T1081
164A_1,16:12:48,16:12:48,2,S945
164A_1,16:20:12,16:20:12,3,T1009
164B_1,15:26:57,15:26:57,1,T75
164B_1,15:39:01,15:39:01,2,S965
164B_1,15:47:12,15:47:12,3,S1088
164B_1,15:53:23,15:53:23,4,S1007
164B_1,15:55:06,15:55:06,5,T1081
165A_1,11:37:15,11:37:15,1,T1081
165A_1,12:12:39,12:12:39,2,S1093
165A_1,12:19:40,12:19:40,3,S1094
165A_1,12:21:22,12:21:22,4,S1095
165A_1,12:24:18,12:24:18,5,S1096
165A_1,12:28:43,12:28:43,6,S1097
165A_1,12:32:18,12:32:18,7,T1098
165B_1,12:36:19,12:36:19,1,T1099
165B_1,12:43:10,12:43:10,2,S1101
165B_1,12:52:40,12:52:40,3,S1102
165B_1,13:12:57,13:12:57,4,S1103
165B_1,13:16:17,13:16:17,5,S965
165B_1,13:19:35,13:19:35,6,S1105
165B_1,13:23:57,13:23:57,7,S1106
165B_1,13:26:42,13:26:42,8,T1081
166A_1,9:49:07,9:49:07,1,T1081
166A_1,10:28:56,10:28:56,2,S1110
166A_1,10:34:09,10:34:09,3,S1111
166A_1,10:35:36,10:35:36,4,S1112
166A_1,10:36:52,10:36:52,5,S947
166A_1,10:38:50,10:38:50,6,S949
166A_1,10:40:19,10:40:19,7,S950
166A_1,10:42:02,10:42:02,8,S1117
166A_1,10:43:44,10:43:44,9,T953
166B_1,10:44:43,10:44:43,1,T953
166B_1,10:46:18,10:46:18,2,S1121
166B_1,10:52:57,10:52:57,3,S1122
166B_1,10:58:21,10:58:21,4,S1123
166B_1,11:11:34,11:11:34,5,S1125
166B_1,11:24:51,11:24:51,6,T1081
167A_1,14:05:07,14:05:07,1,T1127
167A_1,14:05:18,14:05:18,2,S1129
167A_1,14:07:53,14:07:53,3,T75
167B_1,13:54:12,13:54:12,1,T75
167B_1,13:55:54,13:55:54,2,S1133
167B_1,13:58:35,13:58:35,3,S1135
167B_1,14:01:09,14:01:09,4,T1127
170A_1,9:14:59,9:14:59,1,T1137
170A_1,9:27:16,9:27:16,2,S1139
170A_1,9:29:59,9:29:59,3,S914
170A_1,9:35:48,9:35:48,4,S925
170A_1,9:38:05,9:38:05,5,S1145
170A_1,9:42:14,9:42:14,6,T1146
170B_1,9:47:09,9:47:09,1,T1146
170B_1,9:56:31,9:56:31,2,S1149
170B_1,9:58:46,9:58:46,3,S937
170B_1,10:00:36,10:00:36,4,S1153
170B_1,10:02:07,10:02:07,5,S1154
170B_1,10:03:20,10:03:20,6,S999
170B_1,10:09:30,10:09:30,7,T1161
172A_1,9:18:41,9:18:41,1,T1137
172A_1,9:36:28,9:36:28,2,S1164
172A_1,9:40:57,9:40:57,3,S1166
172A_1,9:45:39,9:45:39,4,T244
172B_1,9:48:45,9:48:45,1,T240
172B_1,10:12:03,10:12:03,2,S1171
172B_1,10:14:55,10:14:55,3,S1173
172B_1,10:18:14,10:18:14,4,S1149
172B_1,10:20:00,10:20:00,5,S937
172B_1,10:21:10,10:21:10,6,S1001
172B_1,10:28:37,10:28:37,7,S998
172B_1,10:29:30,10:29:30,8,S934
172B_1,10:31:52,10:31:52,9,S1179
172B_1,10:34:05,10:34:05,10,T1180
173A_1,11:03:26,11:03:26,1,T1181
173A_1,11:39:00,11:39:00,2,S1183
173A_1,11:45:00,11:45:00,3,T1184
173B_1,11:45:21,11:45:21,1,T1184
173B_1,11:52:42,11:52:42,2,S1187
173B_1,11:55:32,11:55:32,3,S1188
173B_1,12:07:17,12:07:17,4,S1189
173B_1,12:11:51,12:11:51,5,S1191
173B_1,12:12:57,12:12:57,6,S1192
173B_1,12:16:14,12:16:14,7,S1193
173B_1,12:23:19,12:23:19,8,T1181
174A_1,9:34:21,9:34:21,1,T1195
174A_1,10:03:29,10:03:29,2,S1197
174A_1,10:04:49,10:04:49,3,S1198
174A_1,10:05:21,10:05:21,4,S1199
174A_1,10:07:25,10:07:25,5,S1201
174A_1,10:08:26,10:08:26,6,S1202
174A_1,10:11:50,10:11:50,7,S1204
174A_1,10:25:13,10:25:13,8,S1205
174A_1,10:39:21,10:39:21,9,T1206
174B_1,10:42:36,10:42:36,1,T1207
174B_1,11:02:03,11:02:03,2,S1209
174B_1,11:04:18,11:04:18,3,S1210
174B_1,11:05:37,11:05:37,4,S1212
174B_1,11:08:18,11:08:18,5,S1214
174B_1,11:09:46,11:09:46,6,T1215
175A_1,11:36:03,11:36:03,1,T1216
175A_1,11:36:29,11:36:29,2,S1218
175A_1,11:38:38,11:38:38,3,S1220
175A_1,11:39:57,11:39:57,4,S1221
175A_1,11:40:56,11:40:56,5,S1222
175A_1,11:41:47,11:41:47,6,S1223
175A_1,11:42:26,11:42:26,7,S1224
175A_1,11:44:07,11:44:07,8,S1225
175A_1,11:46:17,11:46:17,9,S1221
175A_1,11:47:24,11:47:24,10,S1228
175A_1,11:53:18,11:53:18,11,S1229
175A_1,12:01:53,12:01:53,12,S1205
175A_1,12:15:23,12:15:23,13,T1206
175B_1,12:17:50,12:17:50,1,T1207
175B_1,12:42:15,12:42:15,2,S1235
175B_1,12:43:32,12:43:32,3,S1236
175B_1,12:45:17,12:45:17,4,S1237
175B_1,12:46:21,12:46:21,5,S1238
175B_1,12:48:13,12:48:13,6,S1239
175B_1,12:49:41,12:49:41,7,S1240
175B_1,12:50:53,12:50:53,8,S1210
175B_1,12:52:30,12:52:30,9,S1243
175B_1,12:54:02,12:54:02,10,T1216
176A_1,13:03:49,13:03:49,1,T1246
176A_1,13:09:07,13:09:07,2,S1228
176A_1,13:13:41,13:13:41,3,S43
176A_1,13:16:01,13:16:01,4,S1250
176A_1,13:20:40,13:20:40,5,S1251
176A_1,13:23:53,13:23:53,6,S1252
176A_1,13:27:57,13:27:57,7,S1205
176A_1,13:39:30,13:39:30,8,T1206
176B_1,13:46:20,13:46:20,1,T1207
176B_1,14:05:36,14:05:36,2,S1235
176B_1,14:07:20,14:07:20,3,S1258
176B_1,14:08:49,14:08:49,4,S1238
176B_1,14:10:08,14:10:08,5,S1239
176B_1,14:11:18,14:11:18,6,S1240
176B_1,14:12:03,14:12:03,7,S1210
176B_1,14:13:12,14:13:12,8,S1243
176B_1,14:14:01,14:14:01,9,S1267
176B_1,14:14:45,14:14:45,10,S1269
176B_1,14:15:59,14:15:59,11,S1214
176B_1,14:17:21,14:17:21,12,S1271
176B_1,14:22:10,14:22:10,13,T1246
177A_1,10:46:52,10:46:52,1,T1195
177A_1,11:00:52,11:00:52,2,S1276
177A_1,11:02:12,11:02:12,3,S1277
177A_1,11:04:24,11:04:24,4,S1278
177A_1,11:26:41,11:26:41,5,S1279
177A_1,11:27:47,11:27:47,6,S1280
177A_1,11:33:21,11:33:21,7,T113
177B_1,11:35:14,11:35:14,1,T113
177B_1,11:40:07,11:40:07,2,S1284
177B_1,11:54:17,11:54:17,3,S1285
177B_1,12:00:42,12:00:42,4,S1269
177B_1,12:02:33,12:02:33,5,T1195
178A_1,12:21:06,12:21:06,1,T1288
178A_1,12:25:43,12:25:43,2,S1290
178A_1,12:28:28,12:28:28,3,S1291
178A_1,12:29:40,12:29:40,4,S1292
178A_1,12:31:39,12:31:39,5,S1293
178A_1,12:32:41,12:32:41,6,S1294
178A_1,12:34:10,12:34:10,7,S1295
178A_1,12:35:42,12:35:42,8,S74
178A_1,12:37:50,12:37:50,9,S1297
178A_1,12:39:40,12:39:40,10,T75
178B_1,10:14:33,10:14:33,1,T75
178B_1,10:20:10,10:20:10,2,S1301
178B_1,10:20:54,10:20:54,3,S1302
178B_1,10:22:23,10:22:23,4,S1303
178B_1,10:23:25,10:23:25,5,S1304
178B_1,10:24:22,10:24:22,6,S1305
178B_1,10:25:23,10:25:23,7,S1306
178B_1,10:25:53,10:25:53,8,T1288
185A_1,11:10:23,11:10:23,1,T894
185A_1,11:15:00,11:15:00,2,S891
185A_1,11:29:12,11:29:12,3,S981
185A_1,11:30:46,11:30:46,4,S1312
185A_1,11:32:30,11:32:30,5,S1313
185A_1,11:36:56,11:36:56,6,T900
185B_1,10:22:55,10:22:55,1,T900
185B_1,10:42:08,10:42:08,2,S1317
185B_1,10:45:34,10:45:34,3,S1318
185B_1,10:48:05,10:48:05,4,S1319
185B_1,10:51:01,10:51:01,5,S1320
185B_1,10:53:27,10:53:27,6,S1321
185B_1,10:55:47,10:55:47,7,S1322
185B_1,11:01:34,11:01:34,8,S1323
185B_1,11:03:48,11:03:48,9,T894
186A_1,10:02:09,10:02:09,1,T1325
186A_1,10:52:29,10:52:29,2,S1327
186A_1,10:53:27,10:53:27,3,T1328
186B_1,10:55:09,10:55:09,1,T1328
186B_1,11:02:00,11:02:00,2,S1331
186B_1,11:04:34,11:04:34,3,S1333
186B_1,11:05:10,11:05:10,4,S569
186B_1,11:16:11,11:16:11,5,S1336
186B_1,11:18:10,11:18:10,6,S1337
186B_1,11:19:57,11:19:57,7,S1338
186B_1,11:21:01,11:21:01,8,S1339
186B_1,11:23:37,11:23:37,9,S1340
186B_1,11:24:30,11:24:30,10,S1341
186B_1,11:34:19,11:34:19,11,T1043
188A_1,11:05:19,11:05:19,1,T1206
188A_1,11:31:52,11:31:52,2,T1345
188B_1,12:16:11,12:16:11,1,T1345
188B_1,12:18:02,12:18:02,2,S1348
188B_1,12:24:52,12:24:52,3,S1350
188B_1,12:27:13,12:27:13,4,S1102
188B_1,12:29:33,12:29:33,5,S152
188B_1,12:35:46,12:35:46,6,T1043
192A_1,8:39:02,8:39:02,1,T1206
192A_1,9:03:35,9:03:35,2,S1357
192A_1,9:07:18,9:07:18,3,S1358
192A_1,9:14:37,9:14:37,4,S1359
192A_1,9:16:52,9:16:52,5,T1360
192B_1,9:20:29,9:20:29,1,T1360
192B_1,9:22:41,9:22:41,2,S1363
192B_1,9:27:47,9:27:47,3,S1364
192B_1,9:32:43,9:32:43,4,S1366
192B_1,9:36:08,9:36:08,5,S1368
192B_1,9:38:31,9:38:31,6,S1369
192B_1,9:41:43,9:41:43,7,S1370
192B_1,9:46:30,9:46:30,8,T1043
193A_1,10:02:28,10:02:28,1,T1206
193A_1,10:21:55,10:21:55,2,T1374
193B_1,10:32:14,10:32:14,1,T1374
193B_1,10:33:48,10:33:48,2,S1377
193B_1,10:34:48,10:34:48,3,S1366
193B_1,10:35:37,10:35:37,4,S1379
193B_1,10:42:03,10:42:03,5,S1380
193B_1,10:48:03,10:48:03,6,S1381
193B_1,10:50:49,10:50:49,7,S1370
193B_1,11:01:03,11:01:03,8,T1043
196A_1,9:45:16,9:45:16,1,T1044
196A_1,9:51:14,9:51:14,2,S1386
196A_1,9:53:00,9:53:00,3,S1387
196A_1,9:58:50,9:58:50,4,S1388
196A_1,9:59:46,9:59:46,5,S1389
196A_1,10:01:56,10:01:56,6,S1390
196A_1,10:03:58,10:03:58,7,T470
196B_1,10:07:20,10:07:20,1,T470
196B_1,10:14:39,10:14:39,2,S1394
196B_1,10:17:04,10:17:04,3,S1395
196B_1,10:17:47,10:17:47,4,S1396
196B_1,10:25:13,10:25:13,5,S1397
196B_1,10:26:11,10:26:11,6,T1043
200A_1,9:35:58,9:35:58,1,T1206
200A_1,9:48:23,9:48:23,2,T1401
200B_1,9:54:23,9:54:23,1,T1401
200B_1,10:13:08,10:13:08,2,T1043
201A_1,11:51:51,11:51:51,1,T1325
201A_1,11:55:16,11:55:16,2,S1407
201A_1,11:58:01,11:58:01,3,S1408
201A_1,11:58:55,11:58:55,4,S1387
201A_1,12:00:53,12:00:53,5,T202
201B_1,12:01:56,12:01:56,1,T202
201B_1,12:03:43,12:03:43,2,S1413
201B_1,12:13:52,12:13:52,3,S1397
201B_1,12:15:31,12:15:31,4,T1325
202A_1,10:36:08,10:36:08,1,T1416
202A_1,10:49:55,10:49:55,2,T1418
202B_1,10:59:40,10:59:40,1,T1418
202B_1,11:07:07,11:07:07,2,T1043
