trip_id,arrival_time,departure_time,stop_sequence,stop_id
402A_1,14:59:09,14:59:09,1,T136
402A_1,15:16:46,15:16:46,2,S3745
402A_1,15:24:11,15:24:11,3,S482
402A_1,15:27:29,15:27:29,4,S3748
402A_1,15:29:26,15:29:26,5,S3750
402A_1,15:34:07,15:34:07,6,S3751
402A_1,15:39:53,15:39:53,7,S3752
402A_1,15:40:44,15:40:44,8,S1890
402A_1,15:41:34,15:41:34,9,S1891
402A_1,15:42:32,15:42:32,10,S2
402A_1,15:46:57,15:46:57,11,T3757
402B_1,15:48:50,15:48:50,1,T3757
402B_1,16:04:01,16:04:01,2,S3760
402B_1,16:06:46,16:06:46,3,S880
402B_1,16:10:49,16:10:49,4,S3040
402B_1,16:14:26,16:14:26,5,S3162
402B_1,16:18:34,16:18:34,6,S752
402B_1,16:23:50,16:23:50,7,S569
402B_1,16:24:47,16:24:47,8,S567
402B_1,16:28:46,16:28:46,9,S3642
402B_1,16:31:54,16:31:54,10,S3682
402B_1,16:32:43,16:32:43,11,S1606
402B_1,16:36:44,16:36:44,12,T136
403A_1,13:46:50,13:46:50,1,T136
403A_1,14:12:05,14:12:05,2,S3777
403A_1,14:17:07,14:17:07,3,S3778
403A_1,14:19:34,14:19:34,4,T113
403B_1,14:22:10,14:22:10,1,T113
403B_1,14:47:02,14:47:02,2,S3783
403B_1,14:56:15,14:56:15,3,T136
404A_1,10:19:19,10:19:19,1,T136
404A_1,10:45:49,10:45:49,2,S574
404A_1,10:47:16,10:47:16,3,S3788
404A_1,10:49:21,10:49:21,4,S3284
404A_1,10:54:07,10:54:07,5,T3790
404B_1,10:56:43,10:56:43,1,T3790
404B_1,11:19:44,11:19:44,2,S3793
404B_1,11:24:05,11:24:05,3,S3794
404B_1,11:29:58,11:29:58,4,S566
404B_1,11:31:45,11:31:45,5,S3323
404B_1,11:35:28,11:35:28,6,S3642
404B_1,11:48:01,11:48:01,7,T136
405A_1,11:56:40,11:56:40,1,T136
405A_1,12:19:29,12:19:29,2,T0
405B_1,12:21:52,12:21:52,1,T0
405B_1,12:38:37,12:38:37,2,S3642
405B_1,12:48:12,12:48:12,3,T136
406A_1,11:58:17,11:58:17,1,S4187
406A_1,12:02:00,12:02:00,2,S4188
406A_1,12:03:26,12:03:26,3,S4189
406A_1,12:05:33,12:05:33,4,S4190
406A_1,12:09:08,12:09:08,5,S4191
406A_1,12:16:51,12:16:51,6,S4192
406A_1,12:18:52,12:18:52,7,S99
406A_1,12:21:23,12:21:23,8,S102
406A_1,12:24:31,12:24:31,9,T103
406A_1,12:56:27,12:56:27,10,T136
406A_1,13:10:08,13:10:08,11,S1600
406A_1,13:14:29,13:14:29,12,S3810
406A_1,13:17:26,13:17:26,13,S551
406A_1,13:18:10,13:18:10,14,S3813
406A_1,13:22:44,13:22:44,15,S3814
406A_1,13:24:06,13:24:06,16,S480
406A_1,13:27:14,13:27:14,17,S853
406A_1,13:32:02,13:32:02,18,S2335
406A_1,13:35:33,13:35:33,19,S1993
406A_1,13:39:33,13:39:33,20,S3819
406A_1,13:40:27,13:40:27,21,S3820
406A_1,13:42:10,13:42:10,22,S3821
406A_1,13:43:39,13:43:39,23,S3823
406A_1,13:45:23,13:45:23,24,S3824
406A_1,13:45:58,13:45:58,25,S3825
406A_1,13:47:36,13:47:36,26,T1957
406B_1,12:34:52,12:34:52,1,T103
406B_1,13:03:59,13:03:59,2,T1099
406B_1,13:56:00,13:56:00,3,T1957
406B_1,14:24:11,14:24:11,4,S3829
406B_1,14:28:05,14:28:05,5,S3760
406B_1,14:30:46,14:30:46,6,S880
406B_1,14:34:41,14:34:41,7,S3833
406B_1,14:40:36,14:40:36,8,S3835
406B_1,14:45:13,14:45:13,9,S1331
406B_1,14:52:14,14:52:14,10,S3642
406B_1,14:53:48,14:53:48,11,S3839
406B_1,15:03:56,15:03:56,12,T136
408A_1,9:50:05,9:50:05,1,T136
408A_1,10:27:43,10:27:43,2,S415
408A_1,11:41:23,11:41:23,3,S417
408A_1,11:43:04,11:43:04,4,S629
408A_1,11:44:48,11:44:48,5,T3846
409A_1,12:46:56,12:46:56,1,T136
409A_1,13:12:45,13:12:45,2,S551
409A_1,13:19:08,13:19:08,3,S3851
409A_1,13:21:04,13:21:04,4,S853
409A_1,13:27:05,13:27:05,5,S3854
409A_1,13:30:00,13:30:00,6,S3856
409A_1,13:31:34,13:31:34,7,S3751
409A_1,13:36:02,13:36:02,8,S3070
409A_1,13:42:38,13:42:38,9,S3083
409A_1,13:46:50,13:46:50,10,S1734
409A_1,13:50:19,13:50:19,11,T865
409B_1,13:51:36,13:51:36,1,T865
409B_1,13:59:11,13:59:11,2,S3092
409B_1,14:04:31,14:04:31,3,S3868
409B_1,14:16:39,14:16:39,4,S2357
409B_1,14:22:24,14:22:24,5,S2357
409B_1,14:26:41,14:26:41,6,S486
409B_1,14:28:04,14:28:04,7,S487
409B_1,14:31:51,14:31:51,8,S1331
409B_1,14:34:47,14:34:47,9,S3876
409B_1,14:41:17,14:41:17,10,S3682
409B_1,14:44:11,14:44:11,11,S3684
409B_1,14:47:25,14:47:25,12,T136
410A_1,9:00:23,9:00:23,1,T136
410A_1,9:30:34,9:30:34,2,S3882
410A_1,9:32:23,9:32:23,3,S3884
410A_1,9:33:32,9:33:32,4,S3885
410A_1,9:35:09,9:35:09,5,S3886
410A_1,9:37:27,9:37:27,6,S1111
410A_1,9:39:27,9:39:27,7,S3888
410A_1,9:41:32,9:41:32,8,S2401
410A_1,9:42:16,9:42:16,9,S3891
410A_1,9:44:17,9:44:17,10,T2404
410B_1,10:49:41,10:49:41,1,T2404
410B_1,10:50:57,10:50:57,2,S3895
410B_1,10:52:13,10:52:13,3,S3897
410B_1,10:53:11,10:53:11,4,S3899
410B_1,11:11:00,11:11:00,5,S3584
410B_1,11:14:42,11:14:42,6,S3585
410B_1,11:25:58,11:25:58,7,T136
412A_1,11:52:41,11:52:41,1,T136
412A_1,13:09:15,13:09:15,2,S3906
412A_1,13:13:38,13:13:38,3,S3907
412A_1,13:24:28,13:24:28,4,T3908
412B_1,13:28:24,13:28:24,1,T900
412B_1,14:05:48,14:05:48,2,S3911
412B_1,14:15:20,14:15:20,3,S3912
412B_1,14:26:27,14:26:27,4,S3783
412B_1,14:32:23,14:32:23,5,T136
414A_1,10:09:46,10:09:46,1,T136
414A_1,10:32:44,10:32:44,2,S3917
414A_1,10:41:00,10:41:00,3,S1570
414A_1,10:45:30,10:45:30,4,S3919
414A_1,10:48:01,10:48:01,5,S1573
414A_1,10:49:07,10:49:07,6,S278
414A_1,10:50:52,10:50:52,7,S282
414A_1,10:56:15,10:56:15,8,T534
414B_1,11:00:24,11:00:24,1,T534
414B_1,11:34:46,11:34:46,2,S3926
414B_1,11:38:04,11:38:04,3,S3927
414B_1,11:40:24,11:40:24,4,S3642
414B_1,11:42:28,11:42:28,5,S3839
414B_1,11:43:31,11:43:31,6,S3682
414B_1,11:44:56,11:44:56,7,S1606
414B_1,11:49:56,11:49:56,8,S3684
414B_1,11:51:59,11:51:59,9,S1609
414B_1,11:55:38,11:55:38,10,T136
414B_1,12:17:43,12:17:43,11,S3642
415A_1,12:01:16,12:01:16,1,T136
415A_1,12:14:19,12:14:19,2,S2510
415A_1,12:20:22,12:20:22,3,S3942
415A_1,12:21:08,12:21:08,4,S3943
415A_1,12:21:48,12:21:48,5,S3944
415A_1,12:23:47,12:23:47,6,S3946
415A_1,12:31:53,12:31:53,7,T3948
415B_1,12:36:05,12:36:05,1,T3948
415B_1,12:39:18,12:39:18,2,S3951
415B_1,12:41:13,12:41:13,3,S3952
415B_1,12:43:43,12:43:43,4,S3953
415B_1,12:47:15,12:47:15,5,S3954
415B_1,12:49:40,12:49:40,6,S3956
415B_1,12:50:26,12:50:26,7,S3957
415B_1,12:51:11,12:51:11,8,S3958
415B_1,12:52:23,12:52:23,9,S782
415B_1,12:53:11,12:53:11,10,S3927
415B_1,12:55:09,12:55:09,11,S3642
415B_1,12:58:30,12:58:30,12,S3682
415B_1,12:59:41,12:59:41,13,S1606
415B_1,13:03:40,13:03:40,14,T136
416A_1,14:09:45,14:09:45,1,T2086
416A_1,14:22:09,14:22:09,2,S3968
416A_1,14:23:39,14:23:39,3,S3970
416A_1,14:27:29,14:27:29,4,S3972
416A_1,14:28:14,14:28:14,5,S3973
416A_1,14:35:14,14:35:14,6,S3974
416A_1,14:36:02,14:36:02,7,S3975
416A_1,14:37:09,14:37:09,8,S3976
416A_1,14:39:15,14:39:15,9,S3977
416A_1,14:39:52,14:39:52,10,S3978
416A_1,14:41:22,14:41:22,11,T1184
416B_1,14:45:31,14:45:31,1,S3980
416B_1,14:47:01,14:47:01,2,S3981
416B_1,14:47:38,14:47:38,3,S3982
416B_1,14:48:44,14:48:44,4,S3983
416B_1,14:54:38,14:54:38,5,S1188
416B_1,15:01:25,15:01:25,6,S3986
416B_1,15:03:43,15:03:43,7,S3988
416B_1,15:07:10,15:07:10,8,S3989
416B_1,15:10:44,15:10:44,9,S3990
416B_1,15:13:05,15:13:05,10,S3991
416B_1,15:15:45,15:15:45,11,T2086
417A_1,13:37:53,13:37:53,1,T136
417A_1,14:01:41,14:01:41,2,S239
417A_1,14:05:11,14:05:11,3,T244
417B_1,14:16:50,14:16:50,1,T244
417B_1,14:39:55,14:39:55,2,S1464
417B_1,14:41:03,14:41:03,3,S4001
417B_1,14:44:52,14:44:52,4,S4002
417B_1,14:46:51,14:46:51,5,S4003
417B_1,14:49:30,14:49:30,6,S4004
417B_1,14:50:59,14:50:59,7,T136
419A_1,12:23:03,12:23:03,1,T4006
419A_1,13:17:04,13:17:04,2,S4008
419A_1,13:19:34,13:19:34,3,S4009
419A_1,13:20:22,13:20:22,4,S4010
419A_1,13:26:19,13:26:19,5,S4011
419A_1,13:31:39,13:31:39,6,S4013
419A_1,13:33:32,13:33:32,7,S4014
419A_1,13:38:06,13:38:06,8,S4015
419A_1,13:41:05,13:41:05,9,S4016
419A_1,13:42:34,13:42:34,10,S4018
419A_1,13:45:42,13:45:42,11,T4020
419B_1,13:48:53,13:48:53,1,T4020
419B_1,13:51:06,13:51:06,2,S4023
419B_1,13:51:45,13:51:45,3,S4024
419B_1,14:15:32,14:15:32,4,S4025
419B_1,14:17:48,14:17:48,5,S4026
419B_1,14:20:12,14:20:12,6,S4027
419B_1,14:27:04,14:27:04,7,S4029
419B_1,14:33:05,14:33:05,8,S4030
419B_1,14:42:49,14:42:49,9,S4031
419B_1,14:48:02,14:48:02,10,T1043
420A_1,12:14:25,12:14:25,1,T2086
420A_1,12:21:34,12:21:34,2,S4035
420A_1,12:22:17,12:22:17,3,S4036
420A_1,12:32:59,12:32:59,4,S4037
420A_1,12:37:48,12:37:48,5,S4038
420A_1,12:38:46,12:38:46,6,S4039
420B_1,13:22:50,13:22:50,1,S1339
420B_1,13:33:56,13:33:56,2,S4041
420B_1,13:37:25,13:37:25,3,S4042
420B_1,13:44:01,13:44:01,4,S4043
420B_1,13:59:48,13:59:48,5,T2086
421A_1,9:25:14,9:25:14,1,T1497
421A_1,10:29:48,10:29:48,2,S4047
421A_1,10:36:39,10:36:39,3,T680
421B_1,10:43:27,10:43:27,1,T680
421B_1,11:26:17,11:26:17,2,S4051
421B_1,11:27:56,11:27:56,3,S4052
421B_1,11:50:03,11:50:03,4,T1206
422A_1,10:17:15,10:17:15,1,T1043
422A_1,11:12:12,11:12:12,2,S280
422A_1,11:14:19,11:14:19,3,S282
422A_1,11:18:03,11:18:03,4,S2528
422A_1,11:22:48,11:22:48,5,S286
422A_1,11:23:43,11:23:43,6,S4062
422A_1,11:25:03,11:25:03,7,S4063
422A_1,11:28:01,11:28:01,8,T288
422B_1,11:32:07,11:32:07,1,T4065
422B_1,11:54:20,11:54:20,2,S4067
422B_1,12:01:36,12:01:36,3,S1581
422B_1,12:05:21,12:05:21,4,S4069
422B_1,12:09:43,12:09:43,5,S1585
422B_1,12:13:10,12:13:10,6,S332
422B_1,12:15:49,12:15:49,7,S1586
422B_1,12:19:14,12:19:14,8,S3487
422B_1,12:29:37,12:29:37,9,S1588
422B_1,12:35:16,12:35:16,10,S1589
422B_1,12:43:06,12:43:06,11,S1613
422B_1,12:49:03,12:49:03,12,T1206
423A_1,14:43:48,14:43:48,1,T4006
423A_1,14:55:57,14:55:57,2,S4083
423A_1,14:57:57,14:57:57,3,S4085
423A_1,15:00:27,15:00:27,4,S4086
423A_1,15:03:48,15:03:48,5,T136
423B_1,11:17:00,11:17:00,1,T136
423B_1,11:43:34,11:43:34,2,S4090
423B_1,11:44:01,11:44:01,3,S4091
423B_1,11:44:30,11:44:30,4,S4092
423B_1,11:46:42,11:46:42,5,T4006
424A_1,11:49:13,11:49:13,1,T4006
424A_1,12:40:46,12:40:46,2,S4096
424A_1,12:51:17,12:51:17,3,S4097
424A_1,12:54:05,12:54:05,4,S4098
424A_1,12:58:15,12:58:15,5,S759
424A_1,12:59:34,12:59:34,6,S760
424A_1,13:02:19,13:02:19,7,S4101
424A_1,13:07:19,13:07:19,8,S4102
424A_1,13:10:24,13:10:24,9,S4104
424A_1,13:12:17,13:12:17,10,S4105
424A_1,13:14:42,13:14:42,11,S765
424A_1,13:17:30,13:17:30,12,S766
424A_1,13:19:31,13:19:31,13,T768
424B_1,13:20:30,13:20:30,1,T768
424B_1,14:14:27,14:14:27,2,S4027
424B_1,14:25:58,14:25:58,3,S1613
424B_1,14:28:04,14:28:04,4,S1615
424B_1,14:35:13,14:35:13,5,S4116
424B_1,14:42:15,14:42:15,6,T4006
425A_1,10:28:02,10:28:02,1,T1043
425A_1,11:05:59,11:05:59,2,S4120
425A_1,11:26:55,11:26:55,3,S4121
425A_1,11:34:11,11:34:11,4,S4122
425A_1,11:37:05,11:37:05,5,S4101
425A_1,11:43:08,11:43:08,6,S4102
425A_1,11:48:20,11:48:20,7,S765
425A_1,11:49:17,11:49:17,8,S4127
425A_1,11:51:08,11:51:08,9,T768
425B_1,11:58:36,11:58:36,1,T768
425B_1,12:07:59,12:07:59,2,S771
425B_1,12:08:54,12:08:54,3,S4132
425B_1,12:14:06,12:14:06,4,S4134
425B_1,12:16:45,12:16:45,5,S4136
425B_1,12:17:43,12:17:43,6,S4137
425B_1,12:19:55,12:19:55,7,S773
425B_1,12:38:06,12:38:06,8,S1613
425B_1,12:42:37,12:42:37,9,S2517
425B_1,12:53:18,12:53:18,10,T1206
428A_1,14:56:42,14:56:42,1,T1043
428A_1,15:47:19,15:47:19,2,S4145
428A_1,15:47:55,15:47:55,3,S4146
428A_1,15:54:16,15:54:16,4,S4147
428A_1,16:08:41,16:08:41,5,S4148
428A_1,16:17:41,16:17:41,6,S759
428A_1,16:23:43,16:23:43,7,S4150
428A_1,16:25:50,16:25:50,8,S4151
428A_1,16:26:58,16:26:58,9,S4152
428A_1,16:32:16,16:32:16,10,S4153
428A_1,16:37:32,16:37:32,11,T4154
428B_1,16:39:07,16:39:07,1,T4154
428B_1,17:00:50,17:00:50,2,S4156
428B_1,17:11:20,17:11:20,3,S4027
428B_1,17:29:02,17:29:02,4,T1206
431A_1,13:14:25,13:14:25,1,T1206
431A_1,13:35:19,13:35:19,2,S4162
431A_1,13:37:03,13:37:03,3,S914
431A_1,13:39:04,13:39:04,4,T2497
431B_1,13:41:33,13:41:33,1,T2497
431B_1,13:46:13,13:46:13,2,S937
431B_1,13:59:51,13:59:51,3,S4168
431B_1,14:16:20,14:16:20,4,T1206
434A_1,10:50:09,10:50:09,1,T1099
434A_1,11:00:34,11:00:34,2,S4172
434A_1,11:02:03,11:02:03,3,S4173
434A_1,11:04:31,11:04:31,4,T1896
434B_1,11:21:27,11:21:27,1,T1896
434B_1,11:28:01,11:28:01,2,S4177
434B_1,11:31:01,11:31:01,3,S4179
434B_1,11:41:22,11:41:22,4,T1099
435A_1,11:47:17,11:47:17,1,T1099
435A_1,11:53:01,11:53:01,2,S2823
435A_1,11:55:06,11:55:06,3,S4185
435A_1,11:56:50,11:56:50,4,S4186
436A_1,8:59:23,8:59:23,1,T1099
436A_1,9:05:30,9:05:30,2,S4201
436A_1,9:07:12,9:07:12,3,S4202
436A_1,9:07:44,9:07:44,4,S4203
436A_1,9:09:40,9:09:40,5,T4204
436B_1,9:10:40,9:10:40,1,T4204
436B_1,9:14:21,9:14:21,2,S4207
436B_1,9:17:15,9:17:15,3,S4208
436B_1,9:19:12,9:19:12,4,S4209
436B_1,9:20:50,9:20:50,5,T1099
437A_1,9:34:30,9:34:30,1,T1099
437A_1,9:45:41,9:45:41,2,T4214
437B_1,9:48:25,9:48:25,1,T4214
437B_1,9:49:42,9:49:42,2,S1705
437B_1,9:54:34,9:54:34,3,T1099
438A_1,8:34:05,8:34:05,1,T1099
438A_1,9:09:17,9:09:17,2,S4221
438A_1,9:10:53,9:10:53,3,S4222
438A_1,9:16:23,9:16:23,4,S2668
438A_1,9:18:22,9:18:22,5,S4224
438A_1,9:20:24,9:20:24,6,S4225
438A_1,9:22:01,9:22:01,7,S1166
438A_1,9:24:48,9:24:48,8,T244
438B_1,9:27:39,9:27:39,1,T244
438B_1,9:37:10,9:37:10,2,S4230
438B_1,9:41:48,9:41:48,3,S1777
438B_1,9:44:31,9:44:31,4,S4232
438B_1,9:45:56,9:45:56,5,S1668
438B_1,9:49:49,9:49:49,6,S1025
438B_1,9:50:30,9:50:30,7,S1102
438B_1,10:01:42,10:01:42,8,S2165
438B_1,10:08:00,10:08:00,9,T1099
441A_1,10:56:01,10:56:01,1,T4238
441A_1,11:08:14,11:08:14,2,S2212
441A_1,11:09:59,11:09:59,3,T183
441A_1,11:30:58,11:30:58,4,S4242
441B_1,11:09:59,11:09:59,1,T183
441B_1,11:20:55,11:20:55,2,T4238
442A_1,11:28:05,11:28:05,1,T4238
442A_1,11:30:58,11:30:58,2,T2022
442B_1,11:44:40,11:44:40,1,T2022
442B_1,11:51:55,11:51:55,2,T4238
443A_1,11:29:17,11:29:17,1,T4238
443A_1,12:02:47,12:02:47,2,S4254
443A_1,12:10:11,12:10:11,3,T4255
443B_1,12:10:25,12:10:25,1,T4255
443B_1,12:20:35,12:20:35,2,T4238
444A_1,11:44:19,11:44:19,1,T4259
444A_1,11:49:17,11:49:17,2,S4261
444A_1,11:53:44,11:53:44,3,S4263
444A_1,12:19:59,12:19:59,4,S4265
444A_1,12:25:55,12:25:55,5,S1313
444A_1,12:30:37,12:30:37,6,S4268
444A_1,12:36:01,12:36:01,7,S4269
444A_1,12:40:30,12:40:30,8,T883
444B_1,12:43:22,12:43:22,1,T54
444B_1,13:08:51,13:08:51,2,S4273
444B_1,13:10:12,13:10:12,3,S2094
444B_1,13:13:34,13:13:34,4,S2096
444B_1,13:15:02,13:15:02,5,S2097
444B_1,13:16:32,13:16:32,6,S4278
444B_1,13:19:04,13:19:04,7,S4279
444B_1,13:20:35,13:20:35,8,S4280
444B_1,13:22:31,13:22:31,9,S2578
444B_1,13:24:17,13:24:17,10,S4283
444B_1,13:25:11,13:25:11,11,S4284
444B_1,13:27:50,13:27:50,12,T4259
445A_1,14:30:25,14:30:25,1,T4259
445A_1,14:33:30,14:33:30,2,S4261
445A_1,14:35:16,14:35:16,3,S2288
445A_1,14:37:10,14:37:10,4,S2289
445A_1,15:14:53,15:14:53,5,S4292
445A_1,15:20:22,15:20:22,6,S3884
445A_1,15:25:04,15:25:04,7,S2133
445A_1,15:30:40,15:30:40,8,S4296
445A_1,15:45:14,15:45:14,9,T1043
445B_1,13:28:47,13:28:47,1,T1206
445B_1,14:07:29,14:07:29,2,S4300
445B_1,14:09:25,14:09:25,3,S4301
445B_1,14:12:18,14:12:18,4,S4302
445B_1,14:15:33,14:15:33,5,S214
445B_1,14:16:36,14:16:36,6,S2096
445B_1,14:18:09,14:18:09,7,S2097
445B_1,14:20:15,14:20:15,8,S4278
445B_1,14:21:40,14:21:40,9,S2311
445B_1,14:23:10,14:23:10,10,S2578
445B_1,14:24:37,14:24:37,11,S4310
445B_1,14:26:48,14:26:48,12,T4259
446A_1,13:30:37,13:30:37,1,T4259
446A_1,13:41:32,13:41:32,2,S4314
446A_1,13:43:17,13:43:17,3,S4315
446A_1,13:44:20,13:44:20,4,S2288
446A_1,13:46:30,13:46:30,5,S4317
446A_1,14:05:25,14:05:25,6,S4319
446A_1,14:08:18,14:08:18,7,S4320
446A_1,14:08:51,14:08:51,8,S4320
446A_1,14:11:23,14:11:23,9,S4322
446A_1,14:12:41,14:12:41,10,S4323
446A_1,14:15:43,14:15:43,11,T75
446B_1,9:03:14,9:03:14,1,T75
446B_1,9:29:25,9:29:25,2,S2093
446B_1,9:30:58,9:30:58,3,S2094
446B_1,9:32:23,9:32:23,4,S4329
446B_1,9:33:27,9:33:27,5,S4330
446B_1,9:35:11,9:35:11,6,S2096
446B_1,9:36:26,9:36:26,7,S4333
446B_1,9:39:06,9:39:06,8,S4278
446B_1,9:41:05,9:41:05,9,S4279
446B_1,9:42:48,9:42:48,10,S2578
446B_1,9:45:25,9:45:25,11,S4284
446B_1,9:47:45,9:47:45,12,T4259
447A_1,9:55:14,9:55:14,1,T4259
447A_1,10:01:04,10:01:04,2,S4346
447A_1,10:01:26,10:01:26,3,S4261
447A_1,10:06:02,10:06:02,4,S4317
447A_1,10:27:58,10:27:58,5,S1164
447A_1,10:34:12,10:34:12,6,S4352
447A_1,10:36:19,10:36:19,7,S1166
447A_1,10:39:04,10:39:04,8,T244
447B_1,10:49:58,10:49:58,1,T244
447B_1,11:01:36,11:01:36,2,S937
447B_1,11:02:58,11:02:58,3,S1001
447B_1,11:06:15,11:06:15,4,S4360
447B_1,11:12:41,11:12:41,5,S4361
447B_1,11:13:38,11:13:38,6,S214
447B_1,11:16:13,11:16:13,7,S2097
447B_1,11:17:55,11:17:55,8,S4278
447B_1,11:19:27,11:19:27,9,S4279
447B_1,11:21:38,11:21:38,10,S2578
447B_1,11:23:46,11:23:46,11,S4284
447B_1,11:25:23,11:25:23,12,T4259
449A_1,10:21:06,10:21:06,1,S4373
449A_1,10:22:47,10:22:47,2,S4374
449A_1,10:28:40,10:28:40,3,S1297
449A_1,10:32:46,10:32:46,4,T75
449B_1,10:05:35,10:05:35,1,S4378
449B_1,10:11:03,10:11:03,2,T132
452A_1,11:11:28,11:11:28,1,T132
452A_1,11:19:34,11:19:34,2,S4382
452A_1,11:21:18,11:21:18,3,S4383
452A_1,11:23:05,11:23:05,4,S4384
452A_1,11:24:07,11:24:07,5,S4386
452A_1,11:27:05,11:27:05,6,S4388
452A_1,11:34:57,11:34:57,7,T75
452B_1,10:46:57,10:46:57,1,T75
452B_1,10:55:59,10:55:59,2,S1238
452B_1,10:57:41,10:57:41,3,S4393
452B_1,10:58:43,10:58:43,4,S4394
452B_1,10:59:30,10:59:30,5,S4395
452B_1,11:02:03,11:02:03,6,S4378
452B_1,11:07:09,11:07:09,7,S4397
452B_1,11:08:29,11:08:29,8,S4398
452B_1,11:10:51,11:10:51,9,T132
454A_1,10:44:19,10:44:19,1,T1442
454A_1,11:15:27,11:15:27,2,S4402
454A_1,11:27:26,11:27:26,3,T1206
454B_1,11:31:29,11:31:29,1,T1043
454B_1,12:46:43,12:46:43,2,S1613
454B_1,12:51:53,12:51:53,3,S4408
454B_1,12:55:37,12:55:37,4,S4409
454B_1,12:56:54,12:56:54,5,S4410
454B_1,12:58:34,12:58:34,6,S4411
454B_1,13:06:49,13:06:49,7,S4412
454B_1,13:08:31,13:08:31,8,T1442
455A_1,16:06:10,16:06:10,1,T1442
455A_1,16:17:46,16:17:46,2,S4416
455A_1,16:18:26,16:18:26,3,S4417
455A_1,16:22:56,16:22:56,4,S3649
455A_1,16:24:14,16:24:14,5,S4421
455A_1,16:25:34,16:25:34,6,S4422
455A_1,17:12:00,17:12:00,7,T75
455B_1,10:08:08,10:08:08,1,T75
455B_1,10:26:39,10:26:39,2,S4427
455B_1,10:31:52,10:31:52,3,S4409
455B_1,10:32:45,10:32:45,4,S4410
455B_1,10:37:00,10:37:00,5,T1442
455B_1,12:49:45,12:49:45,6,S4427
456A_1,13:14:24,13:14:24,1,T1442
456A_1,13:19:43,13:19:43,2,S1069
456A_1,13:29:28,13:29:28,3,S4437
456A_1,13:30:58,13:30:58,4,S4438
456A_1,13:49:29,13:49:29,5,S1568
456A_1,13:55:59,13:55:59,6,S2220
456A_1,13:58:37,13:58:37,7,S1570
456A_1,14:01:33,14:01:33,8,S2523
456A_1,14:03:49,14:03:49,9,S4446
456A_1,14:05:00,14:05:00,10,S4447
456A_1,14:06:49,14:06:49,11,S278
456A_1,14:08:01,14:08:01,12,S280
456A_1,14:09:46,14:09:46,13,S282
456A_1,14:13:55,14:13:55,14,T534
456B_1,14:30:12,14:30:12,1,T534
456B_1,14:44:27,14:44:27,2,S3527
456B_1,14:46:43,14:46:43,3,S1584
456B_1,14:48:15,14:48:15,4,S1585
456B_1,14:57:17,14:57:17,5,S3487
456B_1,14:58:14,14:58:14,6,S2547
456B_1,14:59:33,14:59:33,7,S4463
456B_1,15:04:52,15:04:52,8,S4465
456B_1,15:09:52,15:09:52,9,S4466
456B_1,15:12:13,15:12:13,10,S4467
456B_1,15:13:36,15:13:36,11,S4468
456B_1,15:18:30,15:18:30,12,S4469
456B_1,15:19:41,15:19:41,13,S4470
456B_1,15:23:21,15:23:21,14,S1188
456B_1,15:28:38,15:28:38,15,S3986
456B_1,15:32:03,15:32:03,16,S3989
456B_1,15:33:18,15:33:18,17,S1189
456B_1,15:34:04,15:34:04,18,S4478
456B_1,15:35:50,15:35:50,19,T1442
458A_1,12:09:53,12:09:53,1,T3443
458A_1,12:44:29,12:44:29,2,S4482
458A_1,12:46:22,12:46:22,3,S4483
458A_1,12:55:51,12:55:51,4,S206
458A_1,13:02:24,13:02:24,5,T113
458B_1,13:04:56,13:04:56,1,T113
458B_1,13:47:10,13:47:10,2,S4488
458B_1,14:03:10,14:03:10,3,S4489
458B_1,14:05:26,14:05:26,4,S2199
458B_1,14:08:23,14:08:23,5,S1336
458B_1,14:10:03,14:10:03,6,S2885
458B_1,14:13:51,14:13:51,7,T3443
463A_1,11:31:42,11:31:42,1,T1146
463A_1,11:45:17,11:45:17,2,S4162
463A_1,11:46:52,11:46:52,3,S914
463A_1,11:48:15,11:48:15,4,S4499
463A_1,11:49:23,11:49:23,5,S4501
463A_1,11:53:20,11:53:20,6,S927
463A_1,11:56:44,11:56:44,7,T916
463B_1,11:59:52,11:59:52,1,T916
463B_1,12:02:01,12:02:01,2,S4506
463B_1,12:04:27,12:04:27,3,S1000
463B_1,12:05:31,12:05:31,4,S1153
463B_1,12:08:44,12:08:44,5,S937
463B_1,12:12:06,12:12:06,6,S4511
463B_1,12:14:52,12:14:52,7,S4512
463B_1,12:19:06,12:19:06,8,T1146
467A_1,10:09:54,10:09:54,1,T3099
467A_1,10:37:41,10:37:41,2,S4516
467A_1,10:43:38,10:43:38,3,S2371
467A_1,10:49:48,10:49:48,4,T4518
467B_1,10:50:07,10:50:07,1,T4518
467B_1,11:16:10,11:16:10,2,S1320
467B_1,11:29:39,11:29:39,3,T3099
468A_1,10:47:02,10:47:02,1,T3099
468A_1,10:51:56,10:51:56,2,S4525
468A_1,10:59:29,10:59:29,3,S4526
468A_1,11:00:12,11:00:12,4,S4527
468A_1,11:03:41,11:03:41,5,T4528
468B_1,11:04:38,11:04:38,1,T4528
468B_1,11:17:19,11:17:19,2,S4531
468B_1,11:22:15,11:22:15,3,T3099
469A_1,12:08:26,12:08:26,1,T3099
469A_1,12:34:05,12:34:05,2,S4101
469A_1,12:40:21,12:40:21,3,S4536
469A_1,12:52:25,12:52:25,4,T768
469B_1,12:52:42,12:52:42,1,T768
469B_1,12:59:40,12:59:40,2,S4540
469B_1,13:01:58,13:01:58,3,S4541
